"Tipologia","Frecuencia","Household"
"T1",10371,811010930701
"T1",10371,811010950601
"T1",10371,811011011301
"T1",10371,811011011601
"T1",10371,811011040401
"T1",10371,811011060301
"T1",10371,811011060401
"T1",10371,811011060501
"T1",10371,811011061001
"T1",10371,811011061301
"T1",10371,811011061601
"T1",10371,811011100201
"T1",10371,811011100601
"T1",10371,811011100701
"T1",10371,811011101201
"T1",10371,811011101301
"T1",10371,811011120201
"T1",10371,811011220201
"T1",10371,811011220301
"T1",10371,811011310201
"T1",10371,811011320401
"T1",10371,811030020201
"T1",10371,811110010301
"T1",10371,811110030401
"T1",10371,811110040501
"T1",10371,811110051001
"T1",10371,811110070301
"T1",10371,811110100501
"T1",10371,811110130401
"T1",10371,811110130601
"T1",10371,811110130801
"T1",10371,811110130901
"T1",10371,811110130902
"T1",10371,811110150101
"T1",10371,811110180501
"T1",10371,811110190201
"T1",10371,811110191301
"T1",10371,811110191601
"T1",10371,811110191701
"T1",10371,811110230101
"T1",10371,811110240301
"T1",10371,811110251501
"T1",10371,811110260101
"T1",10371,811110320101
"T1",10371,811110350201
"T1",10371,811130010801
"T1",10371,811130011001
"T1",10371,811130011401
"T1",10371,811130020201
"T1",10371,811130030101
"T1",10371,811130030301
"T1",10371,811130031101
"T1",10371,811130031301
"T1",10371,811210020101
"T1",10371,811210030301
"T1",10371,811210030401
"T1",10371,811210150401
"T1",10371,811210180101
"T1",10371,811210180401
"T1",10371,811210190801
"T1",10371,811210200301
"T1",10371,811210210701
"T1",10371,811210220102
"T1",10371,811210300101
"T1",10371,811210310201
"T1",10371,811210330401
"T1",10371,811210330801
"T1",10371,811210350401
"T1",10371,811210370301
"T1",10371,811210381701
"T1",10371,811210400301
"T1",10371,811210400701
"T1",10371,811210410401
"T1",10371,811210430501
"T1",10371,811210430801
"T1",10371,811210431101
"T1",10371,811210431201
"T1",10371,811210440301
"T1",10371,811210460501
"T1",10371,811210460601
"T1",10371,811210461401
"T1",10371,811210560301
"T1",10371,811210620201
"T1",10371,811210630401
"T1",10371,811210670701
"T1",10371,811210680201
"T1",10371,811210680301
"T1",10371,820110040401
"T1",10371,820110070101
"T1",10371,820110070401
"T1",10371,820110080601
"T1",10371,820110100501
"T1",10371,820110141001
"T1",10371,820110180201
"T1",10371,820110180701
"T1",10371,820110190101
"T1",10371,820110200201
"T1",10371,820130010401
"T1",10371,820130020501
"T1",10371,820130031101
"T1",10371,820210010101
"T1",10371,820210010901
"T1",10371,820210011202
"T1",10371,820210090201
"T1",10371,820210100101
"T1",10371,820210100201
"T1",10371,820210110101
"T1",10371,820210110401
"T1",10371,820210120101
"T1",10371,820210120301
"T1",10371,820210150201
"T1",10371,820210150901
"T1",10371,820230010301
"T1",10371,820230010701
"T1",10371,820230020101
"T1",10371,820230021201
"T1",10371,820230021801
"T1",10371,820310010101
"T1",10371,820310010201
"T1",10371,820310041101
"T1",10371,820310050301
"T1",10371,820310070801
"T1",10371,820310071001
"T1",10371,820310090301
"T1",10371,820310100301
"T1",10371,820310130201
"T1",10371,820310130801
"T1",10371,820310140202
"T1",10371,820310140701
"T1",10371,820310170401
"T1",10371,820330011001
"T1",10371,820330020501
"T1",10371,820330031801
"T1",10371,820330040101
"T1",10371,820330040601
"T1",10371,820330041601
"T1",10371,820420010801
"T1",10371,820420010901
"T1",10371,820420021601
"T1",10371,820420030501
"T1",10371,820420031401
"T1",10371,820430010201
"T1",10371,820430011101
"T1",10371,820430030801
"T1",10371,820430031001
"T1",10371,820510020401
"T1",10371,820510030301
"T1",10371,820510060401
"T1",10371,820510060701
"T1",10371,820510090101
"T1",10371,820510100501
"T1",10371,820510101001
"T1",10371,820510110201
"T1",10371,820510110301
"T1",10371,820510130101
"T1",10371,820510130301
"T1",10371,820510200601
"T1",10371,820510210401
"T1",10371,820510230201
"T1",10371,820510230301
"T1",10371,820530010301
"T1",10371,820530020701
"T1",10371,820610010201
"T1",10371,820610020101
"T1",10371,820610020201
"T1",10371,820610070101
"T1",10371,820610100201
"T1",10371,820610130201
"T1",10371,820610130301
"T1",10371,820610140301
"T1",10371,820610150401
"T1",10371,820610160301
"T1",10371,820610160901
"T1",10371,820630010301
"T1",10371,820630010501
"T1",10371,820630010601
"T1",10371,820630020601
"T1",10371,820630021001
"T1",10371,820630031001
"T1",10371,820720011101
"T1",10371,820720011901
"T1",10371,820720020101
"T1",10371,820720021101
"T1",10371,820720021201
"T1",10371,820720031301
"T1",10371,820730010101
"T1",10371,820730020301
"T1",10371,820730021201
"T1",10371,830110010801
"T1",10371,830110030401
"T1",10371,830110050201
"T1",10371,830110070401
"T1",10371,830110080301
"T1",10371,830110080401
"T1",10371,830110130301
"T1",10371,830110140201
"T1",10371,830110151601
"T1",10371,830110151701
"T1",10371,830110160201
"T1",10371,830110180401
"T1",10371,830110181101
"T1",10371,830110181301
"T1",10371,830110220301
"T1",10371,830110230301
"T1",10371,830110230801
"T1",10371,830110230901
"T1",10371,830110231001
"T1",10371,830110240501
"T1",10371,830110240701
"T1",10371,830110260301
"T1",10371,830110271401
"T1",10371,830110280301
"T1",10371,830110280901
"T1",10371,830110281001
"T1",10371,830110281101
"T1",10371,830110300301
"T1",10371,830110330501
"T1",10371,830110350201
"T1",10371,830110350401
"T1",10371,830110360801
"T1",10371,830110380601
"T1",10371,830110390101
"T1",10371,830110390201
"T1",10371,830110410201
"T1",10371,830110410801
"T1",10371,830110420201
"T1",10371,830110440801
"T1",10371,830110450101
"T1",10371,830110470301
"T1",10371,830110470402
"T1",10371,830110510301
"T1",10371,830110531301
"T1",10371,830110550301
"T1",10371,830110560101
"T1",10371,830110560701
"T1",10371,830110560801
"T1",10371,830110570701
"T1",10371,830110581601
"T1",10371,830110600601
"T1",10371,830110620401
"T1",10371,830110630401
"T1",10371,830110640101
"T1",10371,830110671101
"T1",10371,830110680201
"T1",10371,830110680502
"T1",10371,830110690301
"T1",10371,830110700701
"T1",10371,830110710101
"T1",10371,830110730801
"T1",10371,830110750501
"T1",10371,830110760701
"T1",10371,830110770401
"T1",10371,830110780101
"T1",10371,830110780301
"T1",10371,830110790201
"T1",10371,830110790501
"T1",10371,830110790701
"T1",10371,830110790801
"T1",10371,830110810501
"T1",10371,830110820501
"T1",10371,830110860201
"T1",10371,830110860401
"T1",10371,830110861701
"T1",10371,830110861901
"T1",10371,830110870501
"T1",10371,830110870601
"T1",10371,830110870701
"T1",10371,830110870801
"T1",10371,830110880701
"T1",10371,830110880901
"T1",10371,830110900301
"T1",10371,830110910201
"T1",10371,830110910202
"T1",10371,830130010201
"T1",10371,830130010901
"T1",10371,830130011001
"T1",10371,830130011301
"T1",10371,830130020401
"T1",10371,830130020601
"T1",10371,830130021001
"T1",10371,830130021501
"T1",10371,830130030601
"T1",10371,830130041401
"T1",10371,830130050201
"T1",10371,830130050401
"T1",10371,830130051101
"T1",10371,830130051801
"T1",10371,830130051901
"T1",10371,830130060201
"T1",10371,830130060301
"T1",10371,830130070701
"T1",10371,830130070801
"T1",10371,830130090901
"T1",10371,830130100401
"T1",10371,830130100901
"T1",10371,830130111101
"T1",10371,830130111201
"T1",10371,830130111501
"T1",10371,830130120701
"T1",10371,830130130301
"T1",10371,830130131601
"T1",10371,830130140201
"T1",10371,830130140601
"T1",10371,830130140701
"T1",10371,830130141701
"T1",10371,830130141801
"T1",10371,830220010901
"T1",10371,830220011801
"T1",10371,830220020201
"T1",10371,830220020401
"T1",10371,830220021001
"T1",10371,830220021401
"T1",10371,830230010201
"T1",10371,830230010401
"T1",10371,830230010801
"T1",10371,830230030101
"T1",10371,830230030401
"T1",10371,830310020101
"T1",10371,830310030101
"T1",10371,830310030601
"T1",10371,830310040301
"T1",10371,830310050201
"T1",10371,830310050501
"T1",10371,830310050601
"T1",10371,830310080101
"T1",10371,830310080301
"T1",10371,830310090201
"T1",10371,830310100301
"T1",10371,830310120401
"T1",10371,830310130101
"T1",10371,830310170401
"T1",10371,830310180401
"T1",10371,830330021501
"T1",10371,830410010201
"T1",10371,830410020701
"T1",10371,830410050301
"T1",10371,830410061001
"T1",10371,830410080201
"T1",10371,830410080501
"T1",10371,830410080601
"T1",10371,830410080701
"T1",10371,830410090101
"T1",10371,830410090301
"T1",10371,830410110201
"T1",10371,830410120201
"T1",10371,830410130301
"T1",10371,830430010901
"T1",10371,830430011001
"T1",10371,830430020801
"T1",10371,830430021201
"T1",10371,830430030101
"T1",10371,830430030901
"T1",10371,830510020701
"T1",10371,830510040101
"T1",10371,830510040901
"T1",10371,830510060302
"T1",10371,830510070101
"T1",10371,830510070201
"T1",10371,830510080301
"T1",10371,830510090201
"T1",10371,830510100601
"T1",10371,830510120201
"T1",10371,830510190501
"T1",10371,830510190901
"T1",10371,830510200101
"T1",10371,830610010301
"T1",10371,830610010601
"T1",10371,830610020801
"T1",10371,830610021401
"T1",10371,830610030101
"T1",10371,830610040101
"T1",10371,830610050201
"T1",10371,830610051301
"T1",10371,830610051401
"T1",10371,830610070301
"T1",10371,830610120601
"T1",10371,830610121401
"T1",10371,830610121601
"T1",10371,830610140301
"T1",10371,830630010101
"T1",10371,830630010301
"T1",10371,830630010701
"T1",10371,830630010801
"T1",10371,830630021001
"T1",10371,830720021401
"T1",10371,830720021601
"T1",10371,830720030501
"T1",10371,830720031201
"T1",10371,830730020201
"T1",10371,830820011101
"T1",10371,830820011301
"T1",10371,830820020401
"T1",10371,830820020601
"T1",10371,830820021001
"T1",10371,830820030501
"T1",10371,830830010101
"T1",10371,830830020101
"T1",10371,830830020901
"T1",10371,830830030401
"T1",10371,830920011601
"T1",10371,830920020501
"T1",10371,830920021101
"T1",10371,830920030701
"T1",10371,830930020101
"T1",10371,830930030301
"T1",10371,830930030801
"T1",10371,830930031001
"T1",10371,831020010401
"T1",10371,831020011001
"T1",10371,831020011601
"T1",10371,831020020201
"T1",10371,831020020402
"T1",10371,831020020801
"T1",10371,831020021601
"T1",10371,831020030101
"T1",10371,831020030301
"T1",10371,831020030601
"T1",10371,831030010101
"T1",10371,831030010301
"T1",10371,831030010601
"T1",10371,831030010901
"T1",10371,831030020501
"T1",10371,831110030301
"T1",10371,831110060701
"T1",10371,831110080501
"T1",10371,831110081101
"T1",10371,831130010201
"T1",10371,831130020901
"T1",10371,831130030701
"T1",10371,831210010201
"T1",10371,831210060201
"T1",10371,831210060601
"T1",10371,831210070201
"T1",10371,831210090301
"T1",10371,831230010401
"T1",10371,831230010901
"T1",10371,831230020101
"T1",10371,831230020401
"T1",10371,831230030901
"T1",10371,831310010201
"T1",10371,831310020501
"T1",10371,831310030101
"T1",10371,831310050401
"T1",10371,831310050801
"T1",10371,831330010401
"T1",10371,831330011101
"T1",10371,831330020401
"T1",10371,831330021201
"T1",10371,831330021601
"T1",10371,831330021701
"T1",10371,831330030401
"T1",10371,831330030501
"T1",10371,831330031901
"T1",10371,831420011101
"T1",10371,831420011401
"T1",10371,831420020301
"T1",10371,831420020701
"T1",10371,831420021401
"T1",10371,831420031101
"T1",10371,831430011101
"T1",10371,831430030201
"T1",10371,831430030601
"T1",10371,910110010401
"T1",10371,910110020201
"T1",10371,910110030301
"T1",10371,910110030401
"T1",10371,910110030601
"T1",10371,910110060901
"T1",10371,910110091501
"T1",10371,910110110201
"T1",10371,910110121501
"T1",10371,910110180201
"T1",10371,910110190301
"T1",10371,910110200101
"T1",10371,910110201101
"T1",10371,910110220501
"T1",10371,910110240701
"T1",10371,910110250201
"T1",10371,910110250301
"T1",10371,910110250401
"T1",10371,910110260301
"T1",10371,910110270401
"T1",10371,910110280301
"T1",10371,910110290301
"T1",10371,910110290501
"T1",10371,910110300301
"T1",10371,910110320701
"T1",10371,910110321501
"T1",10371,910110330401
"T1",10371,910110340301
"T1",10371,910110340401
"T1",10371,910110350301
"T1",10371,910110350401
"T1",10371,910110360601
"T1",10371,910110390101
"T1",10371,910110400301
"T1",10371,910110400801
"T1",10371,910110410501
"T1",10371,910110410601
"T1",10371,910110420201
"T1",10371,910110420401
"T1",10371,910110420501
"T1",10371,910110420801
"T1",10371,910110440301
"T1",10371,910110450301
"T1",10371,910110460101
"T1",10371,910110470901
"T1",10371,910110480101
"T1",10371,910110480701
"T1",10371,910110490601
"T1",10371,910110510301
"T1",10371,910110510701
"T1",10371,910110511001
"T1",10371,910110511701
"T1",10371,910110512001
"T1",10371,910110561201
"T1",10371,910110580602
"T1",10371,910110590101
"T1",10371,910110590201
"T1",10371,910110610401
"T1",10371,910110630101
"T1",10371,910110650601
"T1",10371,910110650801
"T1",10371,910110691101
"T1",10371,910110710101
"T1",10371,910110740101
"T1",10371,910110760301
"T1",10371,910110761101
"T1",10371,910110770301
"T1",10371,910110780201
"T1",10371,910110780501
"T1",10371,910110790201
"T1",10371,910110800201
"T1",10371,910110810101
"T1",10371,910110810301
"T1",10371,910110890401
"T1",10371,910110900201
"T1",10371,910110910301
"T1",10371,910110920401
"T1",10371,910110920601
"T1",10371,910110940301
"T1",10371,910110950301
"T1",10371,910110970401
"T1",10371,910110990901
"T1",10371,910111000201
"T1",10371,910111000601
"T1",10371,910111020501
"T1",10371,910111030401
"T1",10371,910111071101
"T1",10371,910111080101
"T1",10371,910111080301
"T1",10371,910111090401
"T1",10371,910111100701
"T1",10371,910111120401
"T1",10371,910111120701
"T1",10371,910111140601
"T1",10371,910111150301
"T1",10371,910111170401
"T1",10371,910111260101
"T1",10371,910111290101
"T1",10371,910111300401
"T1",10371,910111301801
"T1",10371,910111310701
"T1",10371,910111311101
"T1",10371,910111350201
"T1",10371,910111350301
"T1",10371,910111360701
"T1",10371,910111370101
"T1",10371,910111390301
"T1",10371,910111390401
"T1",10371,910111410401
"T1",10371,910111420101
"T1",10371,910111460501
"T1",10371,910111470301
"T1",10371,910111480501
"T1",10371,910111500301
"T1",10371,910111520401
"T1",10371,910111530301
"T1",10371,910111531601
"T1",10371,910111570301
"T1",10371,910111600401
"T1",10371,910111600601
"T1",10371,910111610401
"T1",10371,910111620101
"T1",10371,910111700501
"T1",10371,910111700801
"T1",10371,910111730301
"T1",10371,910111740201
"T1",10371,910111770801
"T1",10371,910111780401
"T1",10371,910111781801
"T1",10371,910111790201
"T1",10371,910111800401
"T1",10371,910111800801
"T1",10371,910111801501
"T1",10371,910111810201
"T1",10371,910111821201
"T1",10371,910111830301
"T1",10371,910111870101
"T1",10371,910111910701
"T1",10371,910111920301
"T1",10371,910111920701
"T1",10371,910111930201
"T1",10371,910111930301
"T1",10371,910111931101
"T1",10371,910111970301
"T1",10371,910111990101
"T1",10371,910112000301
"T1",10371,910112050801
"T1",10371,910112090901
"T1",10371,910112100101
"T1",10371,910112170201
"T1",10371,910112181501
"T1",10371,910112181601
"T1",10371,910112190101
"T1",10371,910112190601
"T1",10371,910112210301
"T1",10371,910112210601
"T1",10371,910112260201
"T1",10371,910112270101
"T1",10371,910112270201
"T1",10371,910112290901
"T1",10371,910112310201
"T1",10371,910112320201
"T1",10371,910112330101
"T1",10371,910112340201
"T1",10371,910112360101
"T1",10371,910112360701
"T1",10371,910112361101
"T1",10371,910112370201
"T1",10371,910112370801
"T1",10371,910112380401
"T1",10371,910130020201
"T1",10371,910130020401
"T1",10371,910130020701
"T1",10371,910130021601
"T1",10371,910130021901
"T1",10371,910130030701
"T1",10371,910130041901
"T1",10371,910130050301
"T1",10371,910130050401
"T1",10371,910130060701
"T1",10371,910130062101
"T1",10371,910210030401
"T1",10371,910210030501
"T1",10371,910210030701
"T1",10371,910210030901
"T1",10371,910210040201
"T1",10371,910210040801
"T1",10371,910210041101
"T1",10371,910210080201
"T1",10371,910210100701
"T1",10371,910230012001
"T1",10371,910230021001
"T1",10371,910230030701
"T1",10371,910230031101
"T1",10371,910230031401
"T1",10371,910310020101
"T1",10371,910310020301
"T1",10371,910310030201
"T1",10371,910310040201
"T1",10371,910310040301
"T1",10371,910310040701
"T1",10371,910310041101
"T1",10371,910310060701
"T1",10371,910310071201
"T1",10371,910330010701
"T1",10371,910330011901
"T1",10371,910330012101
"T1",10371,910330031101
"T1",10371,910330041301
"T1",10371,910330041401
"T1",10371,910330042201
"T1",10371,910420020901
"T1",10371,910420030101
"T1",10371,910420030301
"T1",10371,910420030901
"T1",10371,910430021101
"T1",10371,910430021301
"T1",10371,910510040501
"T1",10371,910510040601
"T1",10371,910510050301
"T1",10371,910510090401
"T1",10371,910510100201
"T1",10371,910510100301
"T1",10371,910530010301
"T1",10371,910530011401
"T1",10371,910530011501
"T1",10371,910530021501
"T1",10371,910530030201
"T1",10371,910530030301
"T1",10371,910530040901
"T1",10371,910530050801
"T1",10371,910530050901
"T1",10371,910530051701
"T1",10371,910530060501
"T1",10371,910530060901
"T1",10371,910530061401
"T1",10371,910530061501
"T1",10371,910530061701
"T1",10371,910530070601
"T1",10371,910530071401
"T1",10371,910620010101
"T1",10371,910620020301
"T1",10371,910620021101
"T1",10371,910620030701
"T1",10371,910620031501
"T1",10371,910630010201
"T1",10371,910630011101
"T1",10371,910630020201
"T1",10371,910630020301
"T1",10371,910630020601
"T1",10371,910710020401
"T1",10371,910710030101
"T1",10371,910710030301
"T1",10371,910710040201
"T1",10371,910710050201
"T1",10371,910710070101
"T1",10371,910710080101
"T1",10371,910730010901
"T1",10371,910730011301
"T1",10371,910730020101
"T1",10371,910730020401
"T1",10371,910730020601
"T1",10371,910730030101
"T1",10371,910730030701
"T1",10371,910810010101
"T1",10371,910810010801
"T1",10371,910810020101
"T1",10371,910810030201
"T1",10371,910810030301
"T1",10371,910810050101
"T1",10371,910810050401
"T1",10371,910810070101
"T1",10371,910810080301
"T1",10371,910810100101
"T1",10371,910810100601
"T1",10371,910810110301
"T1",10371,910810120501
"T1",10371,910810170301
"T1",10371,910810180401
"T1",10371,910830020401
"T1",10371,910830020701
"T1",10371,910830030601
"T1",10371,910830031901
"T1",10371,910830040101
"T1",10371,910830040801
"T1",10371,910910010201
"T1",10371,910910020101
"T1",10371,910910020401
"T1",10371,910910030501
"T1",10371,910910030701
"T1",10371,910910060301
"T1",10371,910910090601
"T1",10371,910910090801
"T1",10371,910910090901
"T1",10371,910910091001
"T1",10371,910910100101
"T1",10371,910910100401
"T1",10371,910910190301
"T1",10371,910930011301
"T1",10371,910930020401
"T1",10371,910930030901
"T1",10371,910930031401
"T1",10371,911020020401
"T1",10371,911020021001
"T1",10371,911020021401
"T1",10371,911020021901
"T1",10371,911020030501
"T1",10371,911020030701
"T1",10371,911020031201
"T1",10371,911020031701
"T1",10371,911030010401
"T1",10371,911030030201
"T1",10371,911030030401
"T1",10371,911030030601
"T1",10371,911110040101
"T1",10371,911110060701
"T1",10371,911110080301
"T1",10371,911110090501
"T1",10371,911110130201
"T1",10371,911110130501
"T1",10371,911110140201
"T1",10371,911130010601
"T1",10371,911130011201
"T1",10371,911130031201
"T1",10371,911130031301
"T1",10371,911130050201
"T1",10371,911130050801
"T1",10371,911130051801
"T1",10371,911210020501
"T1",10371,911210020601
"T1",10371,911210030201
"T1",10371,911210040401
"T1",10371,911210040601
"T1",10371,911210040901
"T1",10371,911210070301
"T1",10371,911210090101
"T1",10371,911210110101
"T1",10371,911210120401
"T1",10371,911210120501
"T1",10371,911210130301
"T1",10371,911210150201
"T1",10371,911210150301
"T1",10371,911210170801
"T1",10371,911210180201
"T1",10371,911210200201
"T1",10371,911210210401
"T1",10371,911210220601
"T1",10371,911210260301
"T1",10371,911210260501
"T1",10371,911210270201
"T1",10371,911210270301
"T1",10371,911230011201
"T1",10371,911230011901
"T1",10371,911230020101
"T1",10371,911230020601
"T1",10371,911230031001
"T1",10371,911230040501
"T1",10371,911230050101
"T1",10371,911230061301
"T1",10371,911230061501
"T1",10371,911230071101
"T1",10371,911230071201
"T1",10371,911230080801
"T1",10371,911230081701
"T1",10371,911320010901
"T1",10371,911320020201
"T1",10371,911320030601
"T1",10371,911330010701
"T1",10371,911330020301
"T1",10371,911330020601
"T1",10371,911330020901
"T1",10371,911330030101
"T1",10371,911410040601
"T1",10371,911410080501
"T1",10371,911410090401
"T1",10371,911410120301
"T1",10371,911410130301
"T1",10371,911430021201
"T1",10371,911430031701
"T1",10371,911430040101
"T1",10371,911430040301
"T1",10371,911430040801
"T1",10371,911430041701
"T1",10371,911510030201
"T1",10371,911510060301
"T1",10371,911510081201
"T1",10371,911510081401
"T1",10371,911510081901
"T1",10371,911510090101
"T1",10371,911510110301
"T1",10371,911510120401
"T1",10371,911510120601
"T1",10371,911510160401
"T1",10371,911510180501
"T1",10371,911530010101
"T1",10371,911530020301
"T1",10371,911530030801
"T1",10371,911620010901
"T1",10371,911620011401
"T1",10371,911620020501
"T1",10371,911620021701
"T1",10371,911630021101
"T1",10371,911630021501
"T1",10371,911630030701
"T1",10371,911630031501
"T1",10371,911630040101
"T1",10371,911630040601
"T1",10371,911630040901
"T1",10371,911630041001
"T1",10371,911630041201
"T1",10371,911630041301
"T1",10371,911720021101
"T1",10371,911720021601
"T1",10371,911720030601
"T1",10371,911720030901
"T1",10371,911720031601
"T1",10371,911730011201
"T1",10371,911730011501
"T1",10371,911730020401
"T1",10371,911730030901
"T1",10371,911730031301
"T1",10371,911730031701
"T1",10371,911820011501
"T1",10371,911820020701
"T1",10371,911820021201
"T1",10371,911820030501
"T1",10371,911820030601
"T1",10371,911820031001
"T1",10371,911820031301
"T1",10371,911820031401
"T1",10371,911830010301
"T1",10371,911830010601
"T1",10371,911830030101
"T1",10371,911830030601
"T1",10371,911920011401
"T1",10371,911930011801
"T1",10371,911930021301
"T1",10371,911930031201
"T1",10371,911930040801
"T1",10371,912010080201
"T1",10371,912010080701
"T1",10371,912010090101
"T1",10371,912010100601
"T1",10371,912010140301
"T1",10371,912010140701
"T1",10371,912010150201
"T1",10371,912010230301
"T1",10371,912010240201
"T1",10371,912010250401
"T1",10371,912010250501
"T1",10371,912010260701
"T1",10371,912010261001
"T1",10371,912010261301
"T1",10371,912030010201
"T1",10371,912030011801
"T1",10371,912030012001
"T1",10371,912030031001
"T1",10371,912030040501
"T1",10371,912030041101
"T1",10371,912030050701
"T1",10371,912030051301
"T1",10371,912030060402
"T1",10371,912030060601
"T1",10371,912120011701
"T1",10371,912120020601
"T1",10371,912120020901
"T1",10371,912120031101
"T1",10371,912120031401
"T1",10371,912130011501
"T1",10371,912130030601
"T1",10371,912130030701
"T1",10371,912130030801
"T1",10371,920110010301
"T1",10371,920110020101
"T1",10371,920110030201
"T1",10371,920110040401
"T1",10371,920110080301
"T1",10371,920110100401
"T1",10371,920110120201
"T1",10371,920110140101
"T1",10371,920110151001
"T1",10371,920110170201
"T1",10371,920110240501
"T1",10371,920110250101
"T1",10371,920110270601
"T1",10371,920110300301
"T1",10371,920110320301
"T1",10371,920110360201
"T1",10371,920110400301
"T1",10371,920110400401
"T1",10371,920130010401
"T1",10371,920130010701
"T1",10371,920130010901
"T1",10371,920130030801
"T1",10371,920210020101
"T1",10371,920210030601
"T1",10371,920210050101
"T1",10371,920210050201
"T1",10371,920210100201
"T1",10371,920210100401
"T1",10371,920210120301
"T1",10371,920210130601
"T1",10371,920210160101
"T1",10371,920210170301
"T1",10371,920230010201
"T1",10371,920230010601
"T1",10371,920230021201
"T1",10371,920310020301
"T1",10371,920310041201
"T1",10371,920310050801
"T1",10371,920310070101
"T1",10371,920310070201
"T1",10371,920310090101
"T1",10371,920310100101
"T1",10371,920310120301
"T1",10371,920330020101
"T1",10371,920330020301
"T1",10371,920330020801
"T1",10371,920420011501
"T1",10371,920420011701
"T1",10371,920420020401
"T1",10371,920420021602
"T1",10371,920420030701
"T1",10371,920420031101
"T1",10371,920430030301
"T1",10371,920520021001
"T1",10371,920520021501
"T1",10371,920520030801
"T1",10371,920520031801
"T1",10371,920530021001
"T1",10371,920530021201
"T1",10371,920530021501
"T1",10371,920530031101
"T1",10371,920530031201
"T1",10371,920620011301
"T1",10371,920620020101
"T1",10371,920620020301
"T1",10371,920620020701
"T1",10371,920620021101
"T1",10371,920620021301
"T1",10371,920620031001
"T1",10371,920620031501
"T1",10371,920620031801
"T1",10371,920630020401
"T1",10371,920630030301
"T1",10371,920720010101
"T1",10371,920720011301
"T1",10371,920720020502
"T1",10371,920720020601
"T1",10371,920720020901
"T1",10371,920720021001
"T1",10371,920720030101
"T1",10371,920730010101
"T1",10371,920730010901
"T1",10371,920730020101
"T1",10371,920730021001
"T1",10371,920730030401
"T1",10371,920730030901
"T1",10371,920810021001
"T1",10371,920810030701
"T1",10371,920810030901
"T1",10371,920810040301
"T1",10371,920810070101
"T1",10371,920810090401
"T1",10371,920810100101
"T1",10371,920810100201
"T1",10371,920830010401
"T1",10371,920830011101
"T1",10371,920830030701
"T1",10371,920830030801
"T1",10371,920910010101
"T1",10371,920910010301
"T1",10371,920910020301
"T1",10371,920910030601
"T1",10371,920910040301
"T1",10371,920910050501
"T1",10371,920910070501
"T1",10371,920910070701
"T1",10371,920910071101
"T1",10371,920910071201
"T1",10371,920910080101
"T1",10371,920930020401
"T1",10371,921010020401
"T1",10371,921010030201
"T1",10371,921010050301
"T1",10371,921010080401
"T1",10371,921010090101
"T1",10371,921010120301
"T1",10371,921010120801
"T1",10371,921010130301
"T1",10371,921010150101
"T1",10371,921010150701
"T1",10371,921010151201
"T1",10371,921010170101
"T1",10371,921030010501
"T1",10371,921030020301
"T1",10371,921030030101
"T1",10371,921110010401
"T1",10371,921110010601
"T1",10371,921110040201
"T1",10371,921110050301
"T1",10371,921110080801
"T1",10371,921110110101
"T1",10371,921110140401
"T1",10371,921110140501
"T1",10371,921110140701
"T1",10371,921110150101
"T1",10371,921110150401
"T1",10371,921110160301
"T1",10371,921110180101
"T1",10371,921110200301
"T1",10371,921110220601
"T1",10371,921110240101
"T1",10371,921110251001
"T1",10371,921110260601
"T1",10371,921110270201
"T1",10371,921110280201
"T1",10371,921130011701
"T1",10371,921130011801
"T1",10371,921130021301
"T1",10371,921130030901
"T1",10371,921130041001
"T1",10371,1010110030201
"T1",10371,1010110030301
"T1",10371,1010110040601
"T1",10371,1010110060301
"T1",10371,1010110061201
"T1",10371,1010110070101
"T1",10371,1010110090201
"T1",10371,1010110100101
"T1",10371,1010110110101
"T1",10371,1010110110501
"T1",10371,1010110111001
"T1",10371,1010110111201
"T1",10371,1010110111301
"T1",10371,1010110111501
"T1",10371,1010110120601
"T1",10371,1010110130701
"T1",10371,1010110140101
"T1",10371,1010110140201
"T1",10371,1010110140701
"T1",10371,1010110160601
"T1",10371,1010110161501
"T1",10371,1010110180101
"T1",10371,1010110210301
"T1",10371,1010110210401
"T1",10371,1010110260301
"T1",10371,1010110260601
"T1",10371,1010110290101
"T1",10371,1010110320301
"T1",10371,1010110330701
"T1",10371,1010110350301
"T1",10371,1010110380301
"T1",10371,1010110400801
"T1",10371,1010110410601
"T1",10371,1010110420201
"T1",10371,1010110450801
"T1",10371,1010110470301
"T1",10371,1010110510401
"T1",10371,1010110520501
"T1",10371,1010110521001
"T1",10371,1010110540601
"T1",10371,1010110570201
"T1",10371,1010110590401
"T1",10371,1010110590801
"T1",10371,1010110600401
"T1",10371,1010110610301
"T1",10371,1010110610401
"T1",10371,1010110610601
"T1",10371,1010110620301
"T1",10371,1010110620401
"T1",10371,1010110620501
"T1",10371,1010110630101
"T1",10371,1010110630401
"T1",10371,1010110630501
"T1",10371,1010110640101
"T1",10371,1010110650301
"T1",10371,1010110650401
"T1",10371,1010110690301
"T1",10371,1010110790301
"T1",10371,1010110800401
"T1",10371,1010110820101
"T1",10371,1010110831601
"T1",10371,1010110840101
"T1",10371,1010110850701
"T1",10371,1010110880301
"T1",10371,1010110890701
"T1",10371,1010110891001
"T1",10371,1010110891301
"T1",10371,1010110891601
"T1",10371,1010110900401
"T1",10371,1010110900601
"T1",10371,1010110910301
"T1",10371,1010110960101
"T1",10371,1010110980201
"T1",10371,1010110980801
