"Cluster","n_hogares","porc_total","ingreso_mediano","ingreso_promedio","edad_promedio","porc_rural","porc_migrantes","porc_indigenas","porc_mixta"
"1",27676,47.1,202401.875,376278.733284555,45.6792407380643,15.0713671840315,5.55716143951438,15.1864431276196,0.5239196415667
"3",14137,24.1,213282,339148.959024781,34.6458678173115,16.036422408101,8.20541840560232,17.5496922968098,0.954940935134753
"2",9009,15.3,250000,438797.443167943,58.5343545343545,16.2178132219571,7.19280719280719,14.4189144189144,0.743700743700744
"4",6107,10.4,178068.25,248491.621046886,34.9990529992904,15.0474783668009,7.31946946127395,20.0261994432618,1.19534959882103
"5",1778,3,211660.208333333,282221.123247094,43.6182695913011,15.3275560392788,8.66141732283465,18.2789651293588,1.12485939257593
